waypoint_id,x,y
1155,-425.0,219.0
1156,-427.0,219.0
1157,-429.0,219.0
1158,-431.0,219.0
1159,-433.0,219.0
1160,-435.0,219.0
1161,-437.0,219.0
1162,-439.0,219.0
1163,-441.0,219.0
1164,-443.0,219.0
1165,-445.0,219.0
1166,-447.0,219.0
1167,-449.0,219.0
1168,-451.0,219.0
1169,-453.0,219.0
1170,-455.0,219.0
1171,-457.0,219.0
1172,-459.0,219.0
1173,-461.0,219.0
1174,-463.0,219.0
1175,-465.0,219.0
1176,-467.0,219.0
1177,-469.0,219.0
1178,-471.0,219.0
1179,-473.0,219.0
1180,-475.0,219.0
1181,-477.0,219.0
1182,-479.0,219.0
1183,-481.0,219.0
1184,-483.0,219.0
1185,-485.0,219.0
1186,-487.0,219.0
1187,-489.0,219.0
